name,productUrl,imageUrl,originalPrice,DiscountedPrice,Discount,ratingScore,review,description,categories,itemId,itemSoldCntShow,sellerName,sellerId,brandId,brandName,location
Organix Goodies Organic Alphabet Biscuits Baby Food Snack,,https://sg-live-01.slatic.net/p/94b9dda3fbf634cfba9c93c4de249e10.jpg,,11.11,,4.805825242718447,103,"Organic Alphabet biscuits containing organic grape juice and a blend of wholegrain cereals, sunflower seeds and currants. They're made with real sunflower seeds and currants, and half the flour we use is wholegrain, added to increase fibre and vitamin levels. What's more, they contain no nasty additives or sneaky sugar-they're naturally yummy!","[8706, 10100747, 8718, 8721]",301118763,"9,999+ sold",RedMart,1000008313,27851,Organix,Singapore
Bubs Organic Grass Fed Follow-on Formula Stage 2 800G Baby Formula,,https://sg-live-01.slatic.net/p/632883a1dd58d8e6be853fc90d4d6875.jpg,,38.25,,4.777777777777778,45,"Bubs Organic Grass Fed Stage 2 Formula is exclusively formulated for tiny tummies ages 6 to 12 months. Bubs Organic Follow-on Formula is made with organic milk from grass fed cows, nutritionally balanced and free from GMO (Genetically Modified Organisms). Our incredibly high standards ensure safety, quality, purity and nutrition, giving parents peace of mind and bubs a happy start to life.","[8706, 10100747, 8708, 8711]",1693090549,2k+ sold,RedMart,1000008313,110320414,Bubs Organic,Singapore
Dumex Mamil Gold Stage 4 Growing Up Kid Milk Formula 850G,,https://sg-test-11.slatic.net/p/ca8005aa16c9c11809159424b742e8d0.jpg,,39.75,,4.78,50,"A new formula that is naturally sourced and made from milk produced by free roaming grass-fed cows. Designed by experts and co-created with a community of mothers, it is free from genetically modified organisms (GMOs) and colourings to be suitable for little tummies. Made in Europe. Specially formulated with unique prebiotic blend (GOS/lcFOS in ratio 9:1). It supports good gut health and natural defences. It also provides the right nutrition in a blend of more than 30 essential nutrients tailored to each stage of a child's key milestones.","[8706, 10100747, 8708, 8712]",301184111,2k+ sold,RedMart,1000008313,30360,Dumex,Singapore
Similac 5 MO Stage 2 Follow-On Baby Milk Powder Formula 1.8 KG (6 Months Onwards),,https://sg-test-11.slatic.net/p/ddc7c24f34f787168009a395fa564a26.jpg,,120.1,,4.769230769230769,12,"Abbott’s Similac range of formulas is trusted by Millions of parents around the world. Our scientist many of whom are parents too, strive to innovate continuously to support the well-being of babies. New Similac brings to your little one the latest breakthrough innovation in child nutrition – Formula with a blend of five milk Oligosaccharides.","[8706, 10100747, 8708, 8711]",2585124855,164 sold,RedMart,1000008313,52845,Similac,Singapore
Kendamil Organic Infant Formula (0 - 6 Months) 800 G,,https://sg-test-11.slatic.net/p/05fb61c12deeed8915f7f312a90a2294.jpg,,57.95,,4.771428571428571,35,"All the goodness and nutritional value of full cream milk specially developed for happy, healthy babies. Now with Plant Based Organic DHA. Made in Cumbria.","[8706, 10100747, 8708, 8710]",2439840876,947 sold,RedMart,1000008313,163022,Kendamil,Singapore
Cookie4milk MilkBooster Crunch Chocolate Oatmeal,,https://sg-live-01.slatic.net/p/07be245269414ed0098d88da7fb6a47b.jpg,,17.9,,4.766666666666667,30,Yummy and Delicious Crispy Cookies With Key ingredients that can help to boost milk supply,"[8706, 10100747, 8708, 8709]",303422823,906 sold,RedMart,1000008313,168896,Cookie4milk MilkBooster Crunch,Singapore
Apple Monkey Organic Rice Crackers Pumpkin,,https://sg-test-11.slatic.net/p/3ac9979ce1d08e9c5402d3403e9f699b.jpg,,6.26,,4.766666666666667,30,Organic rice crackers in 2-in-1 pack enable mums to introduce different flavors to toddlers and keep them interested. Dissolves easily in toddlers mouths. Made of jasmine rice and natural ingredients with omega 3 which helps brain and skills developments. No additional color and preservatives.,"[8706, 10100747, 8718, 8721]",301160556,2k+ sold,RedMart,1000008313,58049,Apple Monkey,Singapore
Bubs Organic Australian Goat Milk Stage 4 Junior Nutrition Drink 800G Baby Formula,,https://sg-live-01.slatic.net/p/341a96a1d3be22f2e00fd53d16750391.jpg,,49.35,,4.75,20,"Bubs® Australian Goat Milk Junior Nutrition Drink Stage 4 is exclusively formulated for children aged 3 – 12 years. Premium nutrition Prebiotic GOS for digestive health Iron and Iodine to support cognitive function Zinc and Vitamin C to support immune system function Essential vitamins and minerals DHA + ARA With a natural vanilla flavour Made with Australian goat milk, which is easier to digest, providing gentle nutrition. Bubs® Triple Support Plus provides nutrients to fuel children's growing bodies during their important developmental stage.","[8706, 10100747, 8708, 8712]",1693106455,1k+ sold,RedMart,1000008313,110320414,Bubs Organic,Singapore
Bellamy's Organic Step 4 Junior Milk,,https://sg-test-11.slatic.net/p/54ab91d710b6b3f30c263214e45c5226.jpg,,56.05,,4.746268656716418,67,"Bellamy’s Organic Junior Milk Drink is a premium formulated supplementary food, carefully crafted to support active young children over 3 years of age, when dietary intake may be inadequate. Added DHA, GOS & FOS Iron, Iodine & Zinc for healthy cognitive function Folate, Vitamins B6, B12, C & D for a healthy immune system Calcium, Magnesium & Vitamin D for healthy teeth & bone structure Vitamin A essential for normal vision No added Sucrose, Glucose or Maltodextrin No Artificial Colours, Flavours Australian made In comparison to Bellamy’s Organic Toddler Milk Drink, our Junior Milk Drink is customised to meet the needs of children aged 3 years and older, and contains different levels of vitamins, minerals and proteins. Our Junior Milk Drink should be consumed as part of a healthy diet which includes a variety of foods. Not recommended for children under the age of 12 months.","[8706, 10100747, 8708, 8712]",586048787,5k+ sold,RedMart,1000008313,89343,Bellamy's,Singapore
Aptamil GOLD+ STEP 1 900G Milk Powder,,https://sg-live-01.slatic.net/p/82d42b31cc1844159deacd4cf9269476.jpg,,69.95,,4.7368421052631575,38,APTAMIL GOLD+ STEP 1 900G.,"[8706, 10100747, 8708, 8710]",2259776051,1k+ sold,RedMart,1000008313,37214,Aptamil,Singapore
MommyJ Baby Step 4 Multi-Grain For 10+ months - 900G,,https://sg-live-01.slatic.net/p/118a64f8fd834fb7c23a6e7c34671e9b.jpg,,14,,4.730769230769231,26,"STEP 4 Baby Multi-Grain is formulated specially for 10+ months baby to provide a more complete B complex vitamin, minerals & useful protein for overall development. The digestion system of little one at this stage is not fully develop yet, therefore our specially formulated grains are with softer texture produced from the milling paddy grains that easily to be digested by Baby. STEP 4 contains: Pearl Rice, Organically grown Bario BLACK Rice, Organically grown Bario RED Rice, Cornmeal, Hulled Millet and White Quinoa.","[8706, 10100747, 8718, 8720]",1085478061,2k+ sold,RedMart,1000008313,153285,MommyJ,Singapore
Wakodo Baby Snacks +Ca Pumpkin Baby Biscuits (9+ Months),,https://sg-live-01.slatic.net/p/3d2fc6dc499b7f27b586cc9ce35b5a92.jpg,,5.95,,4.739130434782608,46,"Baby's snack + Ca calcium crackers. Using Japanese rice, shrimp, the taste of rice It is rice cracker which makes it super delicious! Soft texture that easily melts in the mouth. Size that is perfect for babies to grab hands-on. Fortified with Calcium and iron required for raising a healthy and strong child.","[8706, 10100747, 8718, 8721]",303804649,3k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
Apple Monkey Organic Rice Cracker Strawberry Banana,,https://sg-test-11.slatic.net/p/6177c495774b9ad678836fadde794348.jpg,,6.26,,4.7105263157894735,38,"Apply Monkey Organic Rice Cracker are a meltable, baked snack for your little yum seekers! Strawberry Banana Rice cracker will not only help develop a healthy taste for a variety of flavors, but it will also provide a wide range of nutrients.","[8706, 10100747, 8718, 8721]",303324795,1k+ sold,RedMart,1000008313,58049,Apple Monkey,Singapore
Wakodo Seafood Fried Rice with Vegetables,,https://sg-live-01.slatic.net/p/dde34b22107c77277d3b47858f231cf0.jpg,,5.9,,4.689655172413793,29,"Taking advantage of the umami of vegetables and seafood, the flavor is rich.","[8706, 10100747, 8718, 8720]",305066956,2k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
HiPP Organic Baby's Biscuit Baby Snack -180G,,https://sg-live-01.slatic.net/p/0ed3a7d20f8adc2ed16c38ca950427a7.jpg,,9.57,,4.666666666666667,12,"HiPP Organic Baby Biscuit, ideal for small hands is now in 4 convenient packs. Individually packed in foil snack packs to gurantee lasting freshness and taste. Ideal for in between meals and on the go.","[8706, 10100747, 8718, 8721]",2440450064,944 sold,RedMart,1000008313,44412,HiPP,Singapore
Wakodo Milk Biscuits 4P,,https://sg-live-01.slatic.net/p/93e01ddcfa67a63408cb0f82dcaa93a1.jpg,,6.25,,4.666666666666667,12,Biscuits with a slight sweetness and a delicate milky flavor.,"[8706, 10100747, 8718, 8721]",304998215,1k+ sold,RedMart,1000008313,63774,Wakodo,Singapore
Organix Goodies Organic Mini Cheese Crackers Baby Food Snack,,https://sg-live-01.slatic.net/p/170e78986d104f4e28e3c0e8390f140f.jpg,,9.12,,4.666666666666667,159,"Organic. No junk promise. Baked not fried. With real cheese. No artificial colours, flavours or hydrogenated fat All toddlers love snacks and thanks to our no junk promise, our Goodies Mini Cheese Crackers contain only simple, tasty 100% organic ingredients and absolutely nothing unnecessary. Goodies Mini Crackers are ideal for a light snack or the perfect addition to a lunch box.","[8706, 10100747, 8718, 8721]",301146633,"9,999+ sold",RedMart,1000008313,27851,Organix,Singapore
Nestle NAN C.R. Special Infant Formula 400G (For Mild Constipation),,https://sg-live-01.slatic.net/p/cb086f302a290c0576bb67338c03e2b7.jpg,,39.73,,4.625,24,"NAN C.R. is a food for special medical purposes, especially designed for the dietary management of mild constipation. It is suitable for use from birth onwards to provide your baby with the nutrients essential for growth and development. NAN C.R. contains a unique combination of 4 ingredients, L. reuteri probiotics, prebiotic blend of galacto-oligosaccharides (GOS) & fructo-oligosaccharide (FOS), magnesium and OPTIPRO H.A., which makes it nutritionally suitable for babies with mild constipation symptoms such as low transit, low stool frequency and hard stool consistency. For use under medical supervision only. Contra-indications: Not intended for use in case of declared cow's milk protein allergy (or if suspected). Not intended for parenteral use. Please consult your doctor before usage.","[8706, 10100747, 8708, 8710]",423046462,1k+ sold,RedMart,1000008313,71490,Nestle NAN,Singapore
Little Freddie Milk Biscuits 80G,,https://sg-test-11.slatic.net/p/e5cf7fdb99e60389244055daf356df5b.jpg,,8.68,,4.625,16,These tasty biscuits are made with organic milk and wholegrains for more flavour and texture. They are naturally sweetened with grape juice.,"[8706, 10100747, 8718, 8721]",304072884,2k+ sold,RedMart,1000008313,64312,Little Freddie,Singapore
Apple Monkey Organic Rice Crackers Spinach,,https://sg-test-11.slatic.net/p/b9292a150cbbcefd7b994f1f75ab72af.jpg,,6.26,,4.64,50,Organic rice crackers in 2-in-1 pack enable mums to introduce different flavors to toddlers and keep them interested. Dissolves easily in toddlers mouths. Made of jasmine rice and natural ingredients with omega 3 which helps brain and skills developments. No additional color and preservatives.,"[8706, 10100747, 8718, 8721]",301196367,3k+ sold,RedMart,1000008313,58049,Apple Monkey,Singapore
Friso Gold 4 Growing Up Milk with 2'-FL 1.8KG for Toddler 3+ years Milk Powder,,https://sg-test-11.slatic.net/p/025d063855af471d109ace341cdd9b73.jpg,,85.78,,4.92,200,"• Growing up milk for toddlers from 3 years. • Made from high-quality NOVAS Signature Milk that is sourced directly from our own farms in the Netherlands, crafted by our Holland Dairy Science Expertise. • It has a distinct characteristic of small molecules with soft structure* in combination with our LockNutri Technology that locks in milk protein structure in its natural form so it is easy to digest. • Natural taste, more goodness: Now upgraded with 2'-FL, no added sucrose and flavour. • This growing up milk is specially formulated with nutrients essential for your child’s development, such as prebiotic, probiotics, DHA, nucleotides, Vitamin D and Selenium. • Friso Gold, the natural choice for tiny tummies. • Friso is an milk formula powder for child nutrition. *Small molecules with soft structure refer to non-micellar caseins with gentle bonds.","[8706, 10100747, 8708, 8712]",783676370,2k+ sold,RedMart,1000008313,59273,Friso,Singapore
BebeCook Organic Apple And Carrot Juice,,https://sg-test-11.slatic.net/p/2ffa8468e0df621f8ca45a00b3ffe3ce.jpg,,2.9,,4.5,4,"The tasty BeBecook Organic Apple & Orange Juice! The mixed fruits recipe has been fine tuned to suit baby taste. No artificial flavoring, coloring and seasoning added. Slim and portable pouch makes it convenient to bring the drink anywhere. Made in South Korea. Suitable from 7 months. Net Volume: 100ml (May contain natural sediment).","[8706, 10100747, 8718, 8719]",303358693,1k+ sold,RedMart,1000008313,110406,BebeCook,Singapore
